gene	pathway	cor	p
ABLIM1	KEGG_ABC_TRANSPORTERS	-0.0400747608859619	0.594295582561293
ABLIM1	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.0678640510451884	0.36671735458536
ABLIM1	KEGG_ADHERENS_JUNCTION	-0.0526117579766825	0.4842704614899
ABLIM1	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.0556931648725012	0.459009668690822
ABLIM1	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.205120917933281	0.00587899075307829
ABLIM1	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.157545752659992	0.0351849757163323
ABLIM1	KEGG_ALLOGRAFT_REJECTION	-0.198583401405562	0.00770238345984398
ABLIM1	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.123613939180319	0.0992328180729309
ABLIM1	KEGG_ALZHEIMERS_DISEASE	0.160027084663911	0.0323687725799866
ABLIM1	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0.13676660873494	0.0679133653818136
ABLIM1	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.0368326100725224	0.624487376571495
ABLIM1	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.0576177440374261	0.443611422069254
ABLIM1	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.307902757823919	2.75387340851196e-05
ABLIM1	KEGG_APOPTOSIS	-0.0356392874964319	0.635762938396266
ABLIM1	KEGG_ARACHIDONIC_ACID_METABOLISM	0.363693445978521	5.60829885642988e-07
ABLIM1	KEGG_ARGININE_AND_PROLINE_METABOLISM	0.246103337867912	0.000897612485657007
ABLIM1	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.252810761634578	0.000639424270813205
ABLIM1	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.0356195227127816	0.635950409553818
ABLIM1	KEGG_ASTHMA	-0.182010229526748	0.0147494023694401
ABLIM1	KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.210985572079079	0.00458252027128148
ABLIM1	KEGG_AXON_GUIDANCE	-0.113271768936395	0.131115133440604
ABLIM1	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.014234345399046	0.850000378219792
ABLIM1	KEGG_BASAL_CELL_CARCINOMA	-0.11241488289771	0.134074814051861
ABLIM1	KEGG_BASAL_TRANSCRIPTION_FACTORS	0.0630183154920379	0.402000255444331
ABLIM1	KEGG_BASE_EXCISION_REPAIR	-0.0170350276501954	0.820942549481745
ABLIM1	KEGG_BETA_ALANINE_METABOLISM	-0.0146462393029047	0.845713182503431
ABLIM1	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.078267595229322	0.297684642807538
ABLIM1	KEGG_BLADDER_CANCER	0.282602864414584	0.00012663724656603
ABLIM1	KEGG_BUTANOATE_METABOLISM	0.0251007009703405	0.738738520000464
ABLIM1	KEGG_CALCIUM_SIGNALING_PATHWAY	0.00923745026942149	0.902324515471121
ABLIM1	KEGG_CARDIAC_MUSCLE_CONTRACTION	0.0837997652181977	0.264733574318704
ABLIM1	KEGG_CELL_ADHESION_MOLECULES_CAMS	-0.23571485939936	0.00149096603751131
ABLIM1	KEGG_CELL_CYCLE	-0.0740331093243042	0.324668954428372
ABLIM1	KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.0870158556794301	0.246768121352088
ABLIM1	KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.196169098654999	0.00849342999515468
ABLIM1	KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.120414388849744	0.108362741887123
ABLIM1	KEGG_CITRATE_CYCLE_TCA_CYCLE	0.138569926564927	0.0643300400879574
ABLIM1	KEGG_COLORECTAL_CANCER	-0.301575111446821	4.08784510541604e-05
ABLIM1	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	-0.130448689601636	0.0817708264525308
ABLIM1	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	-0.0935494612599307	0.212921782073515
ABLIM1	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.0785238295598735	0.296100911379662
ABLIM1	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.0570198522492335	0.448363465802764
ABLIM1	KEGG_DILATED_CARDIOMYOPATHY	-0.240600264769707	0.00117759350725954
ABLIM1	KEGG_DNA_REPLICATION	-0.154064546094438	0.0394834451407857
ABLIM1	KEGG_DORSO_VENTRAL_AXIS_FORMATION	-0.110396677441799	0.141247896316424
ABLIM1	KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.395406633588718	4.30118383132339e-08
ABLIM1	KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.163512632311137	0.0287377911570337
ABLIM1	KEGG_ECM_RECEPTOR_INTERACTION	-0.271781872950831	0.000233016845665901
ABLIM1	KEGG_ENDOCYTOSIS	0.317060507623482	1.52972360960568e-05
ABLIM1	KEGG_ENDOMETRIAL_CANCER	-0.23326943838977	0.0016749042483144
ABLIM1	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.270880059070638	0.000244888133063448
ABLIM1	KEGG_ERBB_SIGNALING_PATHWAY	0.192378652579874	0.00988105661446537
ABLIM1	KEGG_ETHER_LIPID_METABOLISM	0.0963020943625803	0.199705717310414
ABLIM1	KEGG_FATTY_ACID_METABOLISM	0.0641534028388591	0.393559395964503
ABLIM1	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	-0.0337616702746349	0.653674206046995
ABLIM1	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.0456287715399248	0.544175783694253
ABLIM1	KEGG_FOCAL_ADHESION	-0.240495295320751	0.00118363782584252
ABLIM1	KEGG_FOLATE_BIOSYNTHESIS	0.181122673793899	0.0152501966289145
ABLIM1	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.173720574357357	0.0200371477149099
ABLIM1	KEGG_GALACTOSE_METABOLISM	0.235297419971219	0.00152099682465501
ABLIM1	KEGG_GAP_JUNCTION	-0.0789503715068633	0.293476965640855
ABLIM1	KEGG_GLIOMA	-0.188262581176213	0.011611243785393
ABLIM1	KEGG_GLUTATHIONE_METABOLISM	0.238887734347226	0.00127982493723922
ABLIM1	KEGG_GLYCEROLIPID_METABOLISM	0.0576417313083561	0.443421368320057
ABLIM1	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.184988395902867	0.0131724891929454
ABLIM1	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	-9.69060499142109e-05	0.998972778596517
ABLIM1	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.293492666341328	6.68227328599613e-05
ABLIM1	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	-0.401715311892493	2.49661862294914e-08
ABLIM1	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	-0.272258930610744	0.000226955673758855
ABLIM1	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.00875705736846485	0.907380815539658
ABLIM1	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	-0.170371049305052	0.0225996033793185
ABLIM1	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	-0.222569534898026	0.00274832334994612
ABLIM1	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	-0.239360298553728	0.001250832270703
ABLIM1	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0.109149000569185	0.145826441540124
ABLIM1	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	-0.0452069828594346	0.547907765586392
ABLIM1	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.0469085130403319	0.532929901954734
ABLIM1	KEGG_GNRH_SIGNALING_PATHWAY	0.133560764164713	0.0746845537209966
ABLIM1	KEGG_GRAFT_VERSUS_HOST_DISEASE	-0.182559901992421	0.0144465131431168
ABLIM1	KEGG_HEDGEHOG_SIGNALING_PATHWAY	-0.0150840754119971	0.84116093138139
